ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
PxBTIc_u;9910;04/94/IUP/PMDN/2013;2013-04-11;;;"The Plantation Permit (Izin Usaha Perkebunan, IUP) was approved on 11th April 2013 by the Investment Coordinating Board Papua Province (Badan Koordinasi Penanaman Modal) Nomor : 04/94/IUP/PMDN/2013; the total area is 13,389.60 ha. "
AtP8Dism;9910;SK Bupati Jayapura 119/2011;2011;;;Location Permit
i6481rYJ;9910;SK.111/MENHUT-II/2012;2012;;;Forest Release Permit
z0U1E4Le;9910; 04/94/IUP/PMDN/2013;2013;;;Plantation Permit
RnYJEZLc;9911;HGU Nomor 183;2014-06-02;;;could not find exact contract number (see Supreme Court of the Republic of Indonesia datasource)
tpSsKiHA;9914;No. 525.26/K.617a/2010 ;2010-07-01;;;Location Permit
2eoqzqLu;9914;525.29/K.775/2011;;2011-10-03;;Plantation Permit
OMhoZ2p1;9915;No. 525.26/K.565b/2010;2010-06-14;;;Location Permit by Decree of Regent Kutai Barat No. 525.26/K.565b/2010 dated on 14 June 2010
m5Hvdkc1;9916;№546-2019/сх;2019-11-25;2064-10-29;45;The document was notarized on February 10, 2020.
QwTIG30V;9919;184/Kpts-2/2000;2000;;;Forest Release Permit
b4z-xAff;9919;90/KTS/HK.3150/DJ.BUN/II /2012;2012;;;Plantation Permit
fBwQsd7B;9920; 16-HGU-BPN RI-2009;2009-01-22;;30;HGU Contract
bcxNGyLY;9920;SK Bupati Berau NO. 550 Tahun 2007 ;2007;;;IUP Contract
PMLWdFfw;9921;779/MENHUT-II/2014;2014;;;
r9-ypg0z;9923;No. 525.26/K.565a/2010 ;2010-06-14;;;Location Permit
Zvhwt1u3;9923;No. 525.26/K.941b/2010;2010-11-22;;;Plantation Permit
39kCz-44;9924;№546-2019/сх;2019-11-25;2064-10-29;45;The document was notarized on February 10, 2020.
ib4FFbLj;9932;;2018-12-05;2023-12-04;5;SR 2020 report is in page 20
XUmmdPpJ;9959;500/189/Eko.1-XI/2010 date 11/05/2010;2010;;;This not yet the final permit.
UnSO3tUc;9963;IUP-B No. 405 /2014;2014-06-10;;;IUP Contract
UXiesCVj;9968;;2016-04-06;2031;15;
5SlH05SI;9969;;2018-11-07;2023-11-07;5;Another contract document states 15 years. 
eIiJU30b;9979;;2005-09-19;2035-09-19;30;
mUKRIVQt;9980;;2008-02-28;2018-02-28;10;First contract 
WXhoCBW_;9980;;2018;2026;8;
mUKRIVQt;9981;;2008-02-28;2018-02-28;10;First contract 
WXhoCBW_;9981;;2018;2026;8;
7Blmq2W8;9984;1/MEFPRH/DGEF/DF-SGF;2001-02-06;2016;15;
7Blmq2W8;9985;1/MEFPRH/DGEF/DF-SGF;2001-02-06;2016;15;
7Blmq2W8;9986;1/MEFPRH/DGEF/DF-SGF;2001-02-06;2016;15;
7Blmq2W8;9987;1/MEFPRH/DGEF/DF-SGF;2001-02-06;2016;15;
Antd8qFe;9989;05/94/IUP/PMDN/2013;2013;;;This is still not the final HGU permit
F9EYvSm-;9989;SK Bupati Jayapura 213/2011;2011;;;Location Permit
CSbAqRkF;9989;SK. 21/MENHUT-II/2012;2012;;;Clearance of Forest Areas
aHPGs1OO;9990;SK .462/MENHUT-II/2013;2013;;;Forest release mechanism: Pelepasan Kawasan Hutan
A3xaBBvT;9991;525.29/K.537a/2012;2012-06-04;2015-06-04;3;Location Permit for Cultivation of Palm Oil Plantation Business area ± 2.142 Ha by the Regent Government Decree in KutaiKartanegara in the KampungResak, Jambuk&MuaraGusik, Kec. BonganKab. Kutai Barat location
rmaYcsKC;9991;590/525.29/002/ A.Ptn;2012-02-20;2013-02-20;1;Location Permit for Cultivation of Palm Oil Plantation Business area ± 3.050 Ha by the Regent GovernmentvDecree invKutaiKartanegara in the DesaPenoon, Long BelehModang, Long BelehHaliq, MuaidanKelekat, Kec. KembangJanggut, Kab. KutaiKartanegara
bAy1ZSQp;9991;590/525.29/036/ A.Ptn;2012-12-28;2015-12-28;3;Location Permit for Cultivation of Palm Oil Plantation Business area ± 2.345 Ha by the Regent Government Decree in KutaiKartanegara in the DesaGunung Sari Kec. Tabang, Kab. KutaiKartanegara
2k-GJZf8;9991;590/525.29/30/A.Ptn;2013-11-28;2014-11-28;1;Revision & Extension to the Location Permit for Oil Palm Plantation No.590/525.29/02/A.Ptn area of ± 2.924 Ha Regent Government Decree in KutaiKartanegara
OwZCfFdx;10022;Proclamation No. 134, s. 1963;1963;;;Proclamation No. 134, s. 1963. In this proclamation the land was declared as military reservation.
MKn42jss;10028;17-TAM/C-FYR-A-088-06;2006-07-06;;;
0c3myVnN;10029;02/2011;2012-10-26;2042-10-26;30;El contrato es prorrogable por 5 años más.
g-Jm69Xg;10030;01/2013;2014-12-16;2044-12-16;30;El contrato es prorrogable por 5 años más.
6sgoFYB9;10031;02/2011;2012-11-19;2042-11-19;30;El contrato es prorrogable por 5 años más.
1sj58JtL;10036;;2008-07-08;2037-07-07;30;The concession is for 30 years and can be extended for 5 years if both parties agree.
rhG8UIqI;10037;01/2011;2011-09-29;2041-09-29;30;El contrato es prorrogable por 5 años más
tBvjx31d;10038;;1975;;;In 1975, President Ferdinand Marcos issued Proclamation No. 1387 which declared the disputed lands as a pasture reserve and was linked to the Yulo family. When Marcos was ousted, the YKR was among the properties sequestered by the Presidential Commission on Good Government in 1986. Administration of the ranch was transferred to the Bureau of Animal Industry (BAI). YKR was renamed as the Busuanga Breeding and Experimental Stations (BBES).  In March 2010, the Supreme Court ordered the lifting of the sequestration of the YKR due to mismanagement. Following the high court’s decision, former President Gloria Arroyo issued Proclamation No. 2057 that authorized the Philippine Forest Corporation to manage the idle lands covered by the pasture reserve. The YKR was once again brought to public attention when it was reported that the land was  among Arroyo’s “midnight deals.” At least 2,000 hectares of forest land and beach-front property was leased to New San Jose Builders, whose owner Jerry Acuzar is the brother-in-law of President Aquino’s executive secretary Paquito Ochoa Jr. In 2013, Aquino, by virtue of Proclamation 663, transferred the administration of YKR, now referred to as Busuanga Pasture Reserve, to the Forest Management Bureau, an attached agency under the Department of Environment and Natural Resources. (Forest Management Bureau (DENR-FMB).)
d3Dmcpkf;10045;;2015-02-27;2035-02-27;30;Prorrogable por 5 años más.
o8ZzEQEd;10046;01/2014;2014-03-25;2054-03-25;40;Sin derecho a renovación
W7EH_OGG;10047;17/TAM/C-OPB-J-051-02;2002-11-19;2042-11-19;40;
SHd4YX5a;10048;;2004-06-30;2044-06-30;40;
efog_88U;10049;;2011-09-29;2041-09-29;30;Prorrogable por 5 años más.
vNpqy1vk;10050;;2012-10-26;2042-10-26;30;Prorrogable por 5 años más.
DbtNLt-O;10072;SK.365/Menhut-II/2013;2013-05-21;2022-11-16;10;
4KINRbbw;10073;34/HGU/BPN RI/2013;2013-06-26;2049-12-31;36;Degree of Ministry Agrarian Affairs and Spatial Planning of the Republic of Indonesia
8nZO8sNt;10074;351/Menhut-II/2004;2004-09-28;;;
Jb6t34_L;10074;No. SK. 361/Menhut-II/2005                ;2005-10-14;;;
4Pgu7Y4F;10081;28/HGU/BPN RI/2012;2012-10-16;2036-05-22;20;
xF_BKO8O;10081;;2018-10-26;2022-12-30;4;
4bg207jH;10082;MPSA No. 304-2009-IVB;2009-12-23;2024-12-23;15;
BnoCsKz2;10084;MPSA No. 002-90-X (SMR);1991;2041;50;
jznPtKJA;10085;MPSA no. 003-90-X(SMR);1991-11-14;2016-11-13;25;
kNXjJpGG;10085;MPSA no. 003-90-X (SMR);2019-10-22;2041-11-14;25;
6n-7Hx4t;10086;MPSA No. 005-1991-III;1991-09-05;2016-09-05;25;
HXmZ8HEF;10091;30040000200018;2013-02-01;2048-02-01;35;
0w_S0Pgc;10092;MPSA 009-92-XI Amended II;2016-05-23;2042-05-27;26;The assignment of MPSA from Nationwide Development Corporation and Benguet Corporation to Kingking Mining Corporation was approved on June 27, 2016. The MPSA was amended on June 2, 2016 by annexing the 1,767.1641 hectare area covered by APSA-000026-XI. The term of the MPSA was renewed on May 23, 2016. DMPF approved on December 29, 2015
30xbBjMX;10092;MPSA 009-92-XI;1992-05-27;;;The King-king tenement is comprised of 184 mining claims that are owned by Nationwide Development Corporation (NADECOR) under Mineral Production Sharing Agreement #009-92-XI (the MPSA), approved by the Government of the Philippines on May 27, 1992, and amended December 11, 2002.
fhxPGryQ;10093;MPSA 010-92-X (SMR);1992-06-11;2017-06-11;25;
8rwZmnjQ;10094;MPSA 012-92-VIII;1992-10-28;2017-10-28;25;Under Care and Maintenance. Submitted additional requirements on June 7, 2016 and May 16, 2017. File an application for renewal of MPSA on May 23, 2016.
9-HhtqXe;10095;MPSA 013-93-VII;2018-02-18;2043-04-23;25;
2xXEwNMW;10096;MPSA-014-93-VI;1993-06-18;2018-06-18;25;Orignal contract ended in 2018-06-18, but was extended another 10 years in October 9, 2019
I0nEC22H;10096;MPSA-014-93-VI;2019-10-09;2029-10-09;10;The term of MPSA was extended for a period of 10 years on October 9, 2019.
mYyyaVkE;10098;MPSA 016-93-X;1993-07-01;2027-01-07;34;DMPF for Nickel approved on October 15, 2014. The term of MPSA was extended for a period of 9 years on June 24, 2016.
iK-tKoTp;10099;MPSA No. 022-94-X (SMR) Amended I ;1994-05-11;2019-05-11;25;The mining property is being held by Stagno Mining Corporation (SMC) a corporation duly organized and existing under and by virtue of the laws of the Philippines. MPSA No. 022-94-X (Annex A). was originally granted to E.L. Enterprises, Inc. (ELEI) last August 10, 1993 covering a contract area of 729 hectares (Parcel I) situated in the Municipality of Libjo, Dinagat Islands. The said MPSA was assigned to SMC and approved by the DENR last September 14, 2015
Dnrjw47k;10100;MPSA 026-94-III;2018-11-16;2044-05-11;25;
LqBKgXZC;10102;MPSA No. 018-93-X(SMR);2019-07-08;2044-10-22;25;
6tY1jVCg;10106;;2008-04-27;;;Five years later or on April 27, 2008, the PRA and the city government under then mayor Arturo Radaza entered into a memorandum of agreement (MOA) that bound the PRA to provide technical assistance during the project’s implementation and for the City to start the project when able.
Lf9KZqr7;10110;MPSA No. 057-96-CAR;2021-11-12;2046-11-12;25;"Renewal by the Mines and Geosciences Bureau of the Department of Environment and Natural Resources of the Philippines government (“MGB”) of Crescent’s Mineral Production Sharing Agreement No. 057-96-CAR (the “MPSA”) for a second 25-year term with effect from 12 November 2021 (the “MPSA Renewal”);"
yMZxbKOk;10111;MPSA 060-1996-VII;1996-11-18;;;
8y-6f_JL;10112;MPSA 126-98-IV;1998-06-17;2023-06-17;25;
SY2JE4-y;10113;MPSA 066-97-VIII	;2022-06-14;2047-06-14;25;Contract was originally from 1996-2022 but was renewed under the same contract
43p3ofz3;10114;MPSA 067-1997VII-A;1997-06-02;2022-06-02;25;
cNd8n2sI;10114;MPSA 205-2004-VII	;2004-06-25;2029-06-25;25;
HqrMbIcd;10115;MPSA 072-97-XIII (SMR) Amended A;1997-08-07;2022-08-07;25;
z0RCHDEv;10119;MPSA 115-98-VIII (Amended);1998-06-04;2023-06-04;25;
YcdkqpeD;10120;MPSA116-98-IVA;1998-06-04;2023-06-04;25;
8Wf8L74T;10122;MPSA No. 124-98-IV;1998-05-26;2048-05-25;50;MPSA 124: 57.403
Up-NQXHp;10122;MPSA No. 125-98-IV, Amended A;1998-05-26;2048-05-25;50;MPSA 125A: 21.3451
YirQlHVr;10123;129-98-VI-(Amended B-I);1998-06-25;2023-06-25;25;
c36ugvA8;10124;MPSA 134-99-XIII;1999-05-26;2024-05-26;25;
Tk9aa0v1;10125;MPSA 141-99-CAR;1999-12-17;2024-10-15;25;
WGAE6UK-;10126;MPSA146-99-V;1999-12-29;2024-12-29;25;
w6yVyB4s;10127;MPSA 154-00-III;2000-03-31;2025-03-31;25;
m2jtzDDl;10128;MPSA No. 115-2000-VII;2000-04-10;2025-04-10;25;
WpFxANSq;10129;MPSA 161-00-III;2000-09-12;2025-09-12;;
Vi_U_A6W;10130;MPSA 164-00-I;2000-09-26;2025-09-26;25;
zwWZgYLb;10131;MPSA 078-97-XIII (SMR);1997-11-19;2022-11-19;25;The Mines and Geosciences Bureau (MGB) has renewed for another 25 years the Mineral Production Sharing Agreement (MPSA) of East Coast Mineral Resources Co., Inc. after it lapses in November 2022.
rY91ittB;10131;MPSA 078-97-XIII (SMR);2022;2047;25;
f40ZUJNy;10132;MPSA 094-97-XI;1997-11-20;2022-11-20;25;
TEjujDy8;10133;MPSA 106-98-I;1998-03-12;2023-03-12;25;
TLDRayNe;10135;Ka.BPN.RI No.85/HGU/BPN RI/2013;2013-08-19;2048-09-17;35;This contract is a concession permit for cultivation rights for 35 years.
JjwzS0nt;10136;286/MENHUT-II/2009;2009;2069;60;This concession permit in the form of industrial forest plantations is granted for a maximum period of 60 years and can be extended a maximum of once.
HFX_KbZ2;10138;PP No. 52 Tahun 2014;2014;;;
dCg1QcyT;10141;HGU 350/E5.623/08;1996-08-20;;;
AD6gjwFc;10142;503.K/30/DJB/2016;1998-04-01;2028-03-31;30;PT. Indominco Mandiri holds permits for mining exploration starting in 1998 with a Coal Mining Concession Contract of Work (PKP2B) concession permit.
Fy1cPSWZ;10145;196/Kpts-II/1998 add. 86/Menhut-II/2006;2006-04-06;;;This deal is a concession area for the Industrial Plantation Forest Timber Product Management Business License (IUPHHK-HTI) with the first Decree number 196/Kpts-II/1998 which was later added to the Decree to become 86/Menhut-II/2006.
JNHjrQuL;10145;SK.352/Menhut-II/2014;2014;;;
_wIPIVz8;10146;;2022-10-08;2047-10-07;25;
pH8j_pHk;10148;SK Gubernur Jawa Tengah Nomor 590/20 Tahun 2021;2021-06-07;2023-06-6;2;This Decree is the basis for executing land acquisition for the realization of the intended project with a time limit of 2 years.
HyT3bbw4;10149;SK MenATR/BPN nomor 110;2023-09-15;2113;90;The land status for this concession is Management Rights (HPL)
QSafBzo2;10151;;2022-02-15;2034-02-16;12;"Company signed the agreement with government of Laos on 15 February 2022 to explore the gold areas. 

From RFA news report, the company has launched in 2016 for this project. 
"
S39Fm4Qb;10152;;;;;An official from the Phongsaly province’s Department of Agriculture and Forests told RFA that Zhongtian Luye, the province and the farmers have signed production agreements.
J3PkNiCV;10153;;2011-02-14;2046-02-13;35;
cIj0ibrK;10155;;2023;;23;Directly from EIA: The period of preparation and construction is 1 year, the period of operation is 20 years and the period of the project is 2 years. Lao Pagoda Industry Association, Laos, Laos, Laos, Laos, Laos, Laos, Laos The detailed environmental impact along with the draft of the management plan and environmental inspection.
vXWJcxbP;10156;;2022-06;2039-07;27;A Project Development Agreement (PDA) was signed in June 2022
iq2d2cCS;10157;;2018-06;2068-06;50;The development plan that we signed with the government of Laos in June 2018. The concession period is 50 year and possible to extend the period of concession .
xyoNRlc6;10160;;2015;;;The contract signing period is 6 months starting from November to April of each year.
gt6zRguQ;10162;;2022-12;2047-12;25;
MaF5AJe8;10167;;;;;The order, signed by DAR Secretary Conrado Estrella III on December 29, 2023, aims to resolve longstanding issues with Hacienda Palico (1,024 hectares), Hacienda Banilad (1,050 hectares), and Hacienda Caylaway (867.4 hectares) that was causing disputes in the region. Under the agreement, about half of the contested property, amounting to 1,322 hectares, will be allocated to the 1,200 farmers. However, more than the half will be allocated to Roxas & Company Inc.
nEuRiljr;10178;;2021;2071;50;
AnZ-IZRX;10187;;2024;2034;10; dClimate will compensate the DRC for the right to store 100 million tons of carbon dioxide over roughly 500,000 hectares of peatlands for ten years. 
AawAuMxz;10193;;;;;The wind farm is designed to generate electricity for at least 20 years 
0KTAH8U1;10195;;;;66;66-year leases available.
eoQoJqaQ;10199;;2013;2034;21;The lease was for 21 years.
O3SnbK6G;10226;;;;20;Company website shared that the structure they follow is 20 year lease terms.
8bcTPz1j;10227;;;;20;Chen Nv, a landowner in Fangliao Township, said that her original land was not good at growing lotus seeds. After converting to electricity, the land can be fully utilized and she can still get rent. She signed a contract for 20 years, and after 20 years, the land use will have to be reconsidered
_KkUvDo4;10242;;2019;2044;25;The project will have a lease contract renewable for 25 years. Construction is expected to start next year.
p9NyqHU4;10249;;2018-06;;15;"AAGR has acquired 5,000 hectares in nearby Fass Ngom under a 15-year lease dated
June 2018"
rgm5xHDs;10258;;2023-09-26;;;Sign agreement between Chairman of Masdar with Chairman of PT. PLN for phase II
WriVSLz8;10258;;2021;;;Start of phase I construction
UnDI8i45;10288;;2020;2024;;"Although contract is not made publicly available, as it contains sensitive information, there is mention of contract being signed between the landowners and the Varaha Ag; which authorizes Varaha Ag to generate credits from the farmland, including validation, verification, and auditing, enabling the end-to-end responsibility of the issuance of these credits. Furthermore, the landowners are not allowed to sell any GHG reductions or removals to any party other than the project proponent."
lCHyyEbo;10312;WESC No. 2009-09-002;2009-09-14;;;"Awarded with Wind Energy Service Contract (WESC No. 2009-09-002) on 14 Sept 2009; "
9ZUIsNsk;10312;SAPA No. A0265DD2BFD107DC;2023-02-17;;;the project was allowed in the NPPNP through PAMB Resolution No. 2014-3 and granted by DENR Region VI with a Special Use Agreement on Protected Areas (SAPA) Application No. A0265DD2BFD107DC last 17 February 2023.
wJO4ZFXX;10316;;2019-10-01;2039-09-30;20;"Smallholders participating in the project sign a beneficiary agreement with Tombwe. This agreement grants Tombwe the rights to the carbon benefits in exchange for providing bamboo seedlings at no cost to the farmers, along with technical assistance. The agreements detail the number of seedlings provided and the georeferenced location of the plots, which are recorded and maintained in a database managed by Tombwe. 
"
mgKnVioI;10317;;;;50;Many of the landowners interviewed by the research team also had no idea what CO2 certificates were, nor were they aware that, according to its application to Verra, Rewilding was expecting to use the land for 50 years. During the negotiations, the talk had mostly been of just 25 years, as a longer lease would have been totally unacceptable to many stakeholders.Though the project period appears to be 50 years, someof the landowners in Port Loko as well as the Rewilding Maforki representative stated that the ‘Individual Landowner Lease Agreement’ would last for 20-30 years, depending on the family
xnLNtiQk;10350;;2023-04-18;2053-04-17;0;"The first accreditation period will last for 30 years- 18/04/2023 - 17/04/2053.The crediting period is renewable but must not exceed a maximum total period of 100 years.

"
oEQSjrb1;10351;;;2017-05-29;49;The 500 ha land plot allocated for a solar power plant, 10m x 3.7km access road and 16m x 11km powerline corridors have been leased by the district council to MKAT for 49 years on 29.05.2017.
Ic0m_ASD;10351;;2018-06-12;;48;The 30x160m open redistribution unit area was acquired for 48 years ownership on 12.06.2018.
ygb2anDn;10355;;2008-01-30;2028-01-30;20;El contrato de arrendamiento fue firmado el 30/01/2008, tiene validez por 20 años y puede renovarse por 20 años más. 
05mYQ0d2;10360;142;2020-08-12;;;
GEIXjwfh;10360;110;2020-08-12;;;
OtgsloNS;10362;;2022-06-01;2024-05-30;20;"The proposed project crediting period is 20 years and is a fixed crediting period.
Start date: June 1st 2022
End date: May 30th 2042"
8xuSiQVA;10363;;2021-06-01;2041-05-31;50;"Crediting Period Term
1st, 01/06/2021 - 31/05/2041
The North Bandai Forest Reserve contains a total of 63 compartments. A 50 year lease is currently held on a total area of 2,863.2 hectares within this Forest Reserve 1 through 27 of these compartments. Any new project instances that may be added will be limited to compartments from within the
boundaries of the North Bandai Forest Reserve. "
QTZi3WfU;10364;;2014;2114;100;"Zambruss Ltd entered into a legal contract (agreement) with the local community for 100 years to jointly manage and benefit from the forests through trade in carbon. 

The crediting period for carbon is between from 2017 to 2047 for a period of 30 years."
qhlR-YeH;10366;;;;25;The project is located on approximately 62 hectares of land near Barangay Sta. Rosa in Region III, Philippines, approximately 110 km north of Manila. Sta. Rosa Solar, a joint venture of Mabalacat Solar Philippines and Sindicatum, entered into 25-year lease agreements for the land required for the plant, and an easement agreement for the transmission line.
kL1-Bexg;10369;;2014-11-25;;25;Project Development Agreement between Government of Nepal, Represented by Investment Board of GoN and SJVN Arun 3 Power Development Committee Pvt. Ltd.
ozVx4EWs;10376;;2022;2052;;In September 2021, TERRAGRN signed a Memorandum of Understanding (MoU) to lease 350,000 hectares of land in Mpumalanga, South Africa. The lease agreement was finalized later in June 2022, when TERRAGRN secured a 50-year lease for the pilot site of the project. 
lW1g7dXa;10381;;2022-04-11;;25;"
"
utna1ZqH;10384;;2024;2044;20;"The proposed investment seeks to support a 100MW solar photovoltaic (“PV”) project in Tunisia under a 20-year Power Purchase Agreement with the Société Tunisienne de l'Electricité et du Gaz (Tunisian Company of Electricity and Gas – “STEG”) (the “Project”). After the operational time of 20 years, the Project is planned to be decommissioned. The decommissioning activities include the disconnection of the components, as well as the restoration of the Site and the internal road network and the removal of the fences.
The buyer is Société Tunisienne de l'Electricité et du Gaz (Steg).
Rate: $0.028/kWh.With a capacity 100 MW to be procured."
QV6UXUt_;10385;;2020;2045;25;A Land Lease Agreement was also signed between NREA and the Developer on 30 December 2020, for a duration of 25 years.
N_xbxnvg;10387;;2006;2035;29;"Crediting period
2006-2035"
9_qgemaF;10393;;2009-06-03;2033;25;24,5 years
YO-2F7wV;10399;;2002;2051;50;Gobal-woods AG, since 2002, is holding a Tree Farming License that allows the company to plant and harvest trees for a period of 50 year
mUgSdppf;10404;;2022;2043;21;Project will provide energy for 21 years
Grq51cjO;10417;;2003;2055;50;The concession for the commercial timber plantation granted to New Forests Company Limited has a duration of 50 years, starting in April 2005. Therefore, the concession will end in April 2055.
i1ZzhrfR;10428;;2017-02-09;2037-02-08;20;Power Purchase Agreement (PPA) between Technaf Solartech Energy Limited (TSEL) and the Bangladesh Power Development Board (BPDB)
K7XlSPYS;10429;;;;20;The Bangladesh Power Development Board (BPDB) and Korotoa Solar Limited (KSL) signed a 20-year Power Purchase Agreement (PPA) for a 30MW solar power plant in Tentulia, Panchagarh District. BPDB will buy the electricity generated from the plant at US cents 13.9 per unit (KWh)
J-PVnTwA;10432;;2019;2039;20;"Energon Renewables Bangladesh Limited (ERBL) signed a PPA with the Bangladesh Power Development Board (BPDB) in February 2019. The PPA outlines the terms for the sale of electricity generated by the Mongla solar power plant to the national grid. The contract specifies a rate of USD 0.138 per kilowatt-hour (kWh) under a ""No Electricity No Payment"" (NENP) arrangement, ensuring payment is contingent on actual electricity generation. The PPA also includes a provision for a 20-year contract period, after which the power plant is scheduled for retirement"
TcGrtNg6;10432;;;;;The project's financial aspects are structured through a funding agreement with the Infrastructure Development Company Ltd (IDCOL). The agreement involves a total project valuation of $196 million.
dM69GGps;10435;;2016;;25;Metehara Solar PV Park is a ground-mounted solar project which is planned over 25 years.
K5Wve7CF;10440;;2020;2050;30;The concession was granted for a period of 30 years, starting on September 20, 2020, and extending until September 19, 2050.
yGtX_cje;10441;034;2009;2034;25;"Isangi Logging Concessions No. 091 and No. 034. Also known as 007/11 and 008/11.
The carbon crediting period is for 30 years,  from September 12, 2009 through September 11, 2039, for a total period of 30 years. The project longevity is aligned with the crediting period for the same term."
8ykoZ4Zi;10443;;2021;2046;25;
xkcU3Vn0;10451; Wind Energy Service Contract No. 2011-03-045;2011-03;;;The wind project is covered by Wind Energy Service Contract No. 2011-03-045, the first wind service contract awarded under the term of President Aquino
RDNKdQqt;10452;;2024;2049;25;SunAsia Energy Inc. has secured all the 10 solar energy operating contracts (SEOCs) to develop over one thousand megawatts of floating solar facilities on the surface of Laguna Lake. Each contract has a 25-year operating period.
SNyNzjHJ;10454;;2019-10-26;2046-10-25;27;
5Llp9Pjh;10457;42;2016-12-26;;49;This is the first land lease agreement mentioned in the media.
zKZ9t247;10457;175/112/2-ДЗ;2019-08-29;;;This is the first lease agreement mentioned in cadastral map. Due to a land conflict, it was replaced by another agreement and supplements to it.
Z9TOBEUl;10462;;2021-03-30;2068-04;57;For Phases 1-2, Land Use Right Certificates (LURCs) for all plots were obtained on 30 March 2021 with leasing term up to April 2068.
pBYRoaZd;10471;;2020;2053;33;"Start year: ND
End year: 2053
Duration: 33"
0uE18YrR;10474;107;2021-11-11;;;
xSuuTrOI;10493;Decreto 90 EXENTO: ADJUDICA CONCESIÓN ONEROSA CONTRA PROYECTO EN PROPUESTA PÚBLICA, DE INMUEBLE FISCAL EN LA REGIÓN DE ANTOFAGASTA, A LA SOCIEDAD ABENGOA SOLAR CHILE S.A.;2014-02-03;2044-02-03;30;
nmiIXEcQ;10493;"Decreto 985 EXENTO: AUTORIZA MODIFICACIÓN DE CONCESIÓN ONEROSA DE INMUEBLE FISCAL EN LA REGIÓN DE ANTOFAGASTA, OTORGADA MEDIANTE DECRETO EXENTO Nº 90, DE 3 DE FEBRERO DE 2014, A ""ABENGOA SOLAR CHILE S.A."" HOY ""CSP ATACAMA UNO S.A.""";;;;"Este decreto establece que la concesión inicial será dividida en dos concesnes independientes, una de 935,98 hectáreas y otra  500,06 hectáreas. Este decreto es una modificación del decreto 90 e incorpora que hubo un cambio de dueño del proyecto, de ""ABENGOA SOLAR CHILE S.A."" a ""CSP ATACAMA UNO S.A.""."
CxfmcK-W;10493;Decreto Exento N° 117 2018;2018-04-28;;;"Este contrato modifica el período de las concesiones y aclara que las mismas serán por 35 años, desde que se aprobaron en 2015. Las concesiones durarán, entonces, hasta 2050. En este decreto también se deja constancia de que ""CSP ATACAMA UNO S.A."" ahora es CERRO DOMINADOR CSP SA."
4tWuw9yd;10512;;2007-09;;49;
HwkT6g15;10514;;;;40;Dryada and Agromap are negotiating a 40-year concession agreement with the Ministry of Water and Forests for the rehabilitation of FCHS.
1tbMWw8M;10515;Surat Keputusan Menteri Kehutanan RI No. SK.734/Menhut-II/2013;2013;2073;60;"It is estimated that RMU has the potential to generate around US1.7 billion dollars for the 60-year concession period, 
"
ujmsMyYR;10530;;2024-03-28;2024-03-27;20;The duration of the contract for the LIZA PROTECT FOREST Project is 20 years. It is initially set for 10 years with the option to renew for another 10 years, making it a total of 20 years.
Q9NEkMuT;10537;;2008-12-31;2033;25;IFO/IHC holds concession rights to UFA Ngombé, attributed by the Ministry of Forest Economy and Sustainable Development (MEFDD) in 2008 through a forest management and transformation contract (Act No. 10357 of December 31, 2008). The forest management and transformation contract is valid for 25 years and is renewable. 
k_HxizBc;10540;;2023;2043;;"Lease agreement for 20 years, renewable for an additional 10 years.
Project duration: 2023-2043."
WnrtmJeI;10546;SESC No. 2017-07-442 SESC No. 2017-07-442 ;;;;no contract available online
xgkQFXwQ;10549;;;;25; Duration will be 20-25 years
jUSze2bZ;10568;SK.146/Menhut-II/2013;2013-10-25;2073-03-05;60;Business License for Utilization of Ecosystem Restoration Timber in Natural Forest (IUPHK-RE)
r6yl53rE;10575;040832100307;2008-08-18;2018-08-18;10;It is assumed that this agreement has been extended
S634SXXm;10575;040832100308;2008-08-18;2018-08-18;10;It is assumed that this agreement has been extended
2f91CbQk;10575;;;2065-12-09;;
5qpS4YMU;10578;;;;25;Duration will be 20-25 years
N29R85iq;10582;License No: EU/1167-6/839;2007-04-18;2056-04-17;49;Enerjisa obtained a 49-year “electric power generation license” (License No: EU/1167-6/839, dated April 18, 2007) from the Energy Market Regulatory Authority (EMRA) for the proposed Project. 
LZ96SXcs;10584;EÜ/3382-10/2050;2011-08-18;2060-08-18;59;The energy generation license for the Denizli WPP was obtained on August 18th, 2011, with license number EÜ/3382-10/2050 for 49 years. Thus, this license will expire on March 1st, 2060. The licenses of the Denizli WPP were initially held by Doğanlar Holding, together with those for the Kocalar WPP, Üçpınar WPP and the Hasanoba WPP. Akfen acquired all four of the WPP licenses from Doğanlar Holding on June 13th, 2017
_zkwsq4z;10592;;;;49;For WPP construction, the land plot of 190 ha square was rented for 49 years. Cadastral number of the plot: 13202008023
pUdgduem;10596;;2021-07-21;;;The Government of Laos and Electricité De France – EDF have signed a project development agreement (PDA) on 21 July 2021. 
oE-OOOrw;10601;;;;;The construction of the proposed solar farm will take place in three stages over 10 years
lHmAiePx;10623;;;;20;Solar Tanauan Corporation will supply up to 140 megawatts of clean and renewable energy from its solar power plants under construction in Tanauan, Batangas and Maragondon, Cavite. It has a 50MW, 20-year power supply agreement with Meralco, and will supply the rest of its output to the grid, all while providing sustainable and socially relevant developmental programs to the community.
